#Magnetic field (mT)	Frequency (GHz)	Normalized transmission
78.0	2.097082800	0.998888375
78.0	2.097102800	0.999731832
78.0	2.097122800	0.998182012
78.0	2.097142900	0.998869334
78.0	2.097162900	0.997016198
78.0	2.097182900	0.998355939
78.0	2.097202900	0.999439952
78.0	2.097222900	0.999025020
78.0	2.097242900	0.999877357
78.0	2.097262900	0.999006380
78.0	2.097282900	0.998145607
78.0	2.097302900	0.998940102
78.0	2.097322900	0.998623329
78.0	2.097342900	0.997111621
78.0	2.097362900	0.997589938
78.0	2.097383000	1.000243220
78.0	2.097403000	0.998600829
78.0	2.097423000	0.997456905
78.0	2.097443000	0.998438853
78.0	2.097463000	0.998185525
78.0	2.097483000	0.998147393
78.0	2.097503000	0.998808892
78.0	2.097523000	0.996822742
78.0	2.097543000	0.996999729
78.0	2.097563000	0.999027995
78.0	2.097583000	0.998652266
78.0	2.097603000	0.997917736
78.0	2.097623000	0.998658855
78.0	2.097643100	1.000129759
78.0	2.097663100	0.998584911
78.0	2.097683100	0.996147884
78.0	2.097703100	0.999247227
78.0	2.097723100	0.998300997
78.0	2.097743100	0.996293682
78.0	2.097763100	0.997282773
78.0	2.097783100	0.999163653
78.0	2.097803100	1.000142901
78.0	2.097823100	0.998868474
78.0	2.097843100	0.999622738
78.0	2.097863100	0.999610402
78.0	2.097883200	0.999119503
78.0	2.097903200	0.998871725
78.0	2.097923200	0.997130555
78.0	2.097943200	0.996689772
78.0	2.097963200	0.998134003
78.0	2.097983200	0.998182435
78.0	2.098003200	0.998425510
78.0	2.098023200	0.999913053
78.0	2.098043200	0.997800760
78.0	2.098063200	0.998262249
78.0	2.098083200	0.998550744
78.0	2.098103200	0.999882934
78.0	2.098123200	0.999918027
78.0	2.098143300	0.999275805
78.0	2.098163300	0.998127257
78.0	2.098183300	0.998743429
78.0	2.098203300	0.998811264
78.0	2.098223300	0.999570556
78.0	2.098243300	0.998161823
78.0	2.098263300	0.999212443
78.0	2.098283300	0.998696528
78.0	2.098303300	0.997591005
78.0	2.098323300	0.998572354
78.0	2.098343300	0.998017325
78.0	2.098363300	0.997775193
78.0	2.098383400	0.998659204
78.0	2.098403400	0.998661690
78.0	2.098423400	0.999954875
78.0	2.098443400	1.000199295
78.0	2.098463400	0.997060744
78.0	2.098483400	0.997499697
78.0	2.098503400	0.998693007
78.0	2.098523400	0.999663136
78.0	2.098543400	1.000612970
78.0	2.098563400	0.998617590
78.0	2.098583400	0.998069600
78.0	2.098603400	0.999529296
78.0	2.098623400	0.998767751
78.0	2.098643500	1.000041407
78.0	2.098663500	1.000416587
78.0	2.098683500	0.997892411
78.0	2.098703500	0.999542445
78.0	2.098723500	1.002391551
78.0	2.098743500	0.999478345
78.0	2.098763500	0.999227245
78.0	2.098783500	0.999707800
78.0	2.098803500	0.999298375
78.0	2.098823500	0.997436757
78.0	2.098843500	0.999045672
78.0	2.098863500	1.000932762
78.0	2.098883600	0.999973999
78.0	2.098903600	0.996358076
78.0	2.098923600	0.999610298
78.0	2.098943600	0.999475692
78.0	2.098963600	0.997499278
78.0	2.098983600	0.998962035
78.0	2.099003600	0.999280623
78.0	2.099023600	0.999444630
78.0	2.099043600	0.997911785
78.0	2.099063600	0.996918500
78.0	2.099083600	0.999398860
78.0	2.099103600	1.001246671
78.0	2.099123600	0.998866993
78.0	2.099143700	0.995636785
78.0	2.099163700	1.002735048
78.0	2.099183700	0.999666406
78.0	2.099203700	0.999732231
78.0	2.099223700	1.000450908
78.0	2.099243700	0.999744135
78.0	2.099263700	1.000207002
78.0	2.099283700	1.000322092
78.0	2.099303700	0.999495917
78.0	2.099323700	0.999315290
78.0	2.099343700	0.996777751
78.0	2.099363700	1.000974891
78.0	2.099383800	1.002521001
78.0	2.099403800	0.997831290
78.0	2.099423800	0.999349163
78.0	2.099443800	0.999076939
78.0	2.099463800	0.999097362
78.0	2.099483800	0.998156609
78.0	2.099503800	0.998699675
78.0	2.099523800	1.001407010
78.0	2.099543800	0.998925027
78.0	2.099563800	0.998474915
78.0	2.099583800	0.999488661
78.0	2.099603800	0.997555535
78.0	2.099623800	0.999449817
78.0	2.099643900	0.999327191
78.0	2.099663900	1.001126513
78.0	2.099683900	0.998836079
78.0	2.099703900	0.999163198
78.0	2.099723900	1.000486626
78.0	2.099743900	1.000575113
78.0	2.099763900	1.001772848
78.0	2.099783900	0.998374125
78.0	2.099803900	1.001119288
78.0	2.099823900	1.000162904
78.0	2.099843900	1.000941182
78.0	2.099863900	1.000218253
78.0	2.099884000	0.997772656
78.0	2.099904000	1.000399165
78.0	2.099924000	0.998655841
78.0	2.099944000	0.997448600
78.0	2.099964000	0.998277902
78.0	2.099984000	0.998633645
78.0	2.100004000	0.999532188
78.0	2.100024000	0.999732196
78.0	2.100044000	1.000518626
78.0	2.100064000	0.998886588
78.0	2.100084000	0.998454758
78.0	2.100104000	0.999082968
78.0	2.100124000	0.999808502
78.0	2.100144100	1.002112095
78.0	2.100164100	0.999048417
78.0	2.100184100	1.000181171
78.0	2.100204100	1.001538434
78.0	2.100224100	1.000729891
78.0	2.100244100	1.000105191
78.0	2.100264100	0.999579173
78.0	2.100284100	1.000280202
78.0	2.100304100	0.999581146
78.0	2.100324100	0.996008046
78.0	2.100344100	1.001112873
78.0	2.100364100	0.999478380
78.0	2.100384200	0.998936021
78.0	2.100404200	0.998229615
78.0	2.100424200	1.000660222
78.0	2.100444200	0.998760325
78.0	2.100464200	0.999022081
78.0	2.100484200	0.998806255
78.0	2.100504200	0.999142263
78.0	2.100524200	0.999394067
78.0	2.100544200	1.000050923
78.0	2.100564200	0.998365752
78.0	2.100584200	0.998998521
78.0	2.100604200	0.999781113
78.0	2.100624200	1.000186579
78.0	2.100644300	0.998733421
78.0	2.100664300	0.997784958
78.0	2.100684300	0.998226246
78.0	2.100704300	0.998358523
78.0	2.100724300	0.997458276
78.0	2.100744300	0.997190563
78.0	2.100764300	0.998887423
78.0	2.100784300	0.999850215
78.0	2.100804300	0.998660696
78.0	2.100824300	0.999476497
78.0	2.100844300	0.999030341
78.0	2.100864300	1.000685566
78.0	2.100884400	1.000472746
78.0	2.100904400	0.998741855
78.0	2.100924400	1.000238355
78.0	2.100944400	1.002935314
78.0	2.100964400	1.000034904
78.0	2.100984400	1.001017247
78.0	2.101004400	0.998781359
78.0	2.101024400	0.999762316
78.0	2.101044400	1.000658906
78.0	2.101064400	0.998428303
78.0	2.101084400	1.001591592
78.0	2.101104400	0.999905309
78.0	2.101124400	0.999827542
78.0	2.101144500	0.999653041
78.0	2.101164500	1.000583760
78.0	2.101184500	0.998872662
78.0	2.101204500	0.997098408
78.0	2.101224500	0.999224646
78.0	2.101244500	0.999666460
78.0	2.101264500	0.997289909
78.0	2.101284500	0.999599885
78.0	2.101304500	0.998691700
78.0	2.101324500	0.999798898
78.0	2.101344500	1.000269063
78.0	2.101364500	1.000973870
78.0	2.101384600	0.998431035
78.0	2.101404600	0.999443661
78.0	2.101424600	1.000326409
78.0	2.101444600	0.999569907
78.0	2.101464600	0.998900160
78.0	2.101484600	0.999487494
78.0	2.101504600	0.998422060
78.0	2.101524600	1.000552529
78.0	2.101544600	1.001640768
78.0	2.101564600	0.999912997
78.0	2.101584600	1.000948787
78.0	2.101604600	1.000123137
78.0	2.101624600	0.997881715
78.0	2.101644700	0.998955602
78.0	2.101664700	0.999174805
78.0	2.101684700	0.998935014
78.0	2.101704700	1.000978206
78.0	2.101724700	1.000296921
78.0	2.101744700	0.999454359
78.0	2.101764700	0.999262929
78.0	2.101784700	0.999609006
78.0	2.101804700	0.997314928
78.0	2.101824700	0.999708201
78.0	2.101844700	0.999185827
78.0	2.101864700	1.000393822
78.0	2.101884800	0.998162208
78.0	2.101904800	0.998704970
78.0	2.101924800	1.003474465
78.0	2.101944800	0.998653704
78.0	2.101964800	0.998632245
78.0	2.101984800	1.000450325
78.0	2.102004800	1.000445654
78.0	2.102024800	0.999892708
78.0	2.102044800	0.999223934
78.0	2.102064800	1.000306596
78.0	2.102084800	1.001260688
78.0	2.102104800	1.001915109
78.0	2.102124800	1.000172743
78.0	2.102144900	1.000065496
78.0	2.102164900	0.999718985
78.0	2.102184900	1.001813696
78.0	2.102204900	1.001160874
78.0	2.102224900	1.000288906
78.0	2.102244900	0.999592675
78.0	2.102264900	0.999734794
78.0	2.102284900	0.999040235
78.0	2.102304900	1.000203181
78.0	2.102324900	0.999966069
78.0	2.102344900	0.999303887
78.0	2.102364900	0.999148797
78.0	2.102385000	1.002395612
78.0	2.102405000	0.998966931
78.0	2.102425000	1.001402907
78.0	2.102445000	1.000476553
78.0	2.102465000	0.998819043
78.0	2.102485000	1.001028850
78.0	2.102505000	1.001291677
78.0	2.102525000	1.000624427
78.0	2.102545000	1.002200758
78.0	2.102565000	0.999142966
78.0	2.102585000	1.000867821
78.0	2.102605000	0.998167098
78.0	2.102625100	1.001748088
78.0	2.102645100	1.000875739
78.0	2.102665100	0.998361639
78.0	2.102685100	0.998108012
78.0	2.102705100	0.996932678
78.0	2.102725100	1.000244692
78.0	2.102745100	1.001405132
78.0	2.102765100	1.000725473
78.0	2.102785100	0.999793780
78.0	2.102805100	1.000634197
78.0	2.102825100	0.998115008
78.0	2.102845100	0.999030196
78.0	2.102865100	1.002097041
78.0	2.102885200	1.002553360
78.0	2.102905200	0.999643811
78.0	2.102925200	0.998258351
78.0	2.102945200	1.000755897
78.0	2.102965200	1.002673299
78.0	2.102985200	0.999126959
78.0	2.103005200	1.000657929
78.0	2.103025200	0.999189452
78.0	2.103045200	1.001533261
78.0	2.103065200	0.998917220
78.0	2.103085200	1.001523073
78.0	2.103105200	0.998274794
78.0	2.103125300	0.995923335
78.0	2.103145300	0.999069105
78.0	2.103165300	0.998957673
78.0	2.103185300	1.000087462
78.0	2.103205300	1.000358843
78.0	2.103225300	0.996337064
78.0	2.103245300	1.001723807
78.0	2.103265300	0.999937469
78.0	2.103285300	1.000076052
78.0	2.103305300	1.001790828
78.0	2.103325300	0.999743441
78.0	2.103345300	0.999455620
78.0	2.103365300	0.998870194
78.0	2.103385400	0.998427203
78.0	2.103405400	0.999658869
78.0	2.103425400	1.001898626
78.0	2.103445400	1.000815512
78.0	2.103465400	0.999815383
78.0	2.103485400	1.000566345
78.0	2.103505400	1.000944407
78.0	2.103525400	1.002913699
78.0	2.103545400	0.999838970
78.0	2.103565400	0.997611844
78.0	2.103585400	1.000484291
78.0	2.103605400	0.999600448
78.0	2.103625500	1.001463384
78.0	2.103645500	1.000520117
78.0	2.103665500	1.000986490
78.0	2.103685500	0.999478366
78.0	2.103705500	1.001866769
78.0	2.103725500	0.998526596
78.0	2.103745500	1.001630045
78.0	2.103765500	1.001373033
78.0	2.103785500	1.002010983
78.0	2.103805500	1.000247937
78.0	2.103825500	0.999592730
78.0	2.103845500	0.999414176
78.0	2.103865500	1.000239762
78.0	2.103885600	0.997544535
78.0	2.103905600	1.000413833
78.0	2.103925600	0.998610610
78.0	2.103945600	0.999432589
78.0	2.103965600	1.000592355
78.0	2.103985600	1.001531002
78.0	2.104005600	0.998977387
78.0	2.104025600	1.000537248
78.0	2.104045600	1.001504509
78.0	2.104065600	0.999063517
78.0	2.104085600	0.997729551
78.0	2.104105600	0.999017083
78.0	2.104125700	1.000569747
78.0	2.104145700	1.001281600
78.0	2.104165700	0.999433029
78.0	2.104185700	1.000826865
78.0	2.104205700	0.998467897
78.0	2.104225700	1.000379889
78.0	2.104245700	0.999317616
78.0	2.104265700	0.998010429
78.0	2.104285700	1.001210651
78.0	2.104305700	1.001212211
78.0	2.104325700	1.000214762
78.0	2.104345700	1.001021320
78.0	2.104365700	0.999069822
78.0	2.104385800	1.000951264
78.0	2.104405800	0.998775976
78.0	2.104425800	1.001043013
78.0	2.104445800	1.001346504
78.0	2.104465800	0.999050473
78.0	2.104485800	1.000418743
78.0	2.104505800	1.000533550
78.0	2.104525800	1.000296822
78.0	2.104545800	0.999802270
78.0	2.104565800	1.001787008
78.0	2.104585800	0.999971837
78.0	2.104605800	0.999954961
78.0	2.104625900	1.000287962
78.0	2.104645900	1.001856471
78.0	2.104665900	0.998994438
78.0	2.104685900	1.000576689
78.0	2.104705900	0.998298776
78.0	2.104725900	1.001346177
78.0	2.104745900	1.001558445
78.0	2.104765900	0.999428659
78.0	2.104785900	0.999786684
78.0	2.104805900	1.000504960
78.0	2.104825900	1.000742725
78.0	2.104845900	0.999260996
78.0	2.104865900	1.000610898
78.0	2.104886000	1.000883912
78.0	2.104906000	1.000498747
78.0	2.104926000	1.001210137
78.0	2.104946000	1.001670137
78.0	2.104966000	1.001449867
78.0	2.104986000	1.001061939
78.0	2.105006000	0.999913853
78.0	2.105026000	1.000586110
78.0	2.105046000	0.999697841
78.0	2.105066000	0.999990647
78.0	2.105086000	1.000623092
78.0	2.105106000	0.998930686
78.0	2.105126100	0.999406061
78.0	2.105146100	1.001267022
78.0	2.105166100	0.999764002
78.0	2.105186100	1.000215727
78.0	2.105206100	1.000330734
78.0	2.105226100	1.000603912
78.0	2.105246100	1.000000992
78.0	2.105266100	1.000513414
78.0	2.105286100	1.002344937
78.0	2.105306100	0.999749021
78.0	2.105326100	1.001319386
78.0	2.105346100	1.001437528
78.0	2.105366100	1.000771321
78.0	2.105386200	1.000587415
78.0	2.105406200	1.001192938
78.0	2.105426200	0.999567945
78.0	2.105446200	0.999526159
78.0	2.105466200	1.000708550
78.0	2.105486200	1.000200938
78.0	2.105506200	1.000512010
78.0	2.105526200	0.999115063
78.0	2.105546200	1.000244931
78.0	2.105566200	1.001438684
78.0	2.105586200	1.000641866
78.0	2.105606200	1.001108913
78.0	2.105626300	0.999783894
78.0	2.105646300	1.000319879
78.0	2.105666300	1.001703439
78.0	2.105686300	1.001582857
78.0	2.105706300	1.001259161
78.0	2.105726300	1.001035953
78.0	2.105746300	0.998976107
78.0	2.105766300	1.000810331
78.0	2.105786300	1.000377490
78.0	2.105806300	1.003491493
78.0	2.105826300	1.000766322
78.0	2.105846300	1.003078270
78.0	2.105866300	1.002649209
78.0	2.105886400	1.000408133
78.0	2.105906400	0.999873513
78.0	2.105926400	1.000524361
78.0	2.105946400	0.998771462
78.0	2.105966400	1.000879480
78.0	2.105986400	0.999330056
78.0	2.106006400	1.001089181
78.0	2.106026400	1.002492863
78.0	2.106046400	1.000990983
78.0	2.106066400	0.999751801
78.0	2.106086400	1.001950529
78.0	2.106106400	1.000244948
78.0	2.106126500	0.999153958
78.0	2.106146500	0.999528104
78.0	2.106166500	1.001004225
78.0	2.106186500	0.998006720
78.0	2.106206500	0.999403406
78.0	2.106226500	1.000518768
78.0	2.106246500	0.999708555
78.0	2.106266500	1.002121274
78.0	2.106286500	0.999311097
78.0	2.106306500	0.999891538
78.0	2.106326500	1.000269165
78.0	2.106346500	1.000979133
78.0	2.106366500	0.999773617
78.0	2.106386600	1.001501798
78.0	2.106406600	1.002581742
78.0	2.106426600	1.001507499
78.0	2.106446600	1.001023272
78.0	2.106466600	0.997972556
78.0	2.106486600	1.001496483
78.0	2.106506600	1.001059321
78.0	2.106526600	0.998669656
78.0	2.106546600	1.001989685
78.0	2.106566600	1.001974348
78.0	2.106586600	1.001935837
78.0	2.106606600	1.002270907
78.0	2.106626700	0.999896401
78.0	2.106646700	0.998533365
78.0	2.106666700	1.000727335
78.0	2.106686700	1.000042600
78.0	2.106706700	1.001720575
78.0	2.106726700	0.999322221
78.0	2.106746700	0.998908596
78.0	2.106766700	1.001972064
78.0	2.106786700	1.001828730
78.0	2.106806700	1.001565963
78.0	2.106826700	1.000848492
78.0	2.106846700	1.002212297
78.0	2.106866700	0.997028154
78.0	2.106886800	1.000376748
78.0	2.106906800	0.998151232
78.0	2.106926800	1.002602567
78.0	2.106946800	1.000485466
78.0	2.106966800	1.000143722
78.0	2.106986800	1.001667882
78.0	2.107006800	0.999083166
78.0	2.107026800	1.000000670
78.0	2.107046800	0.998829355
78.0	2.107066800	1.001990518
78.0	2.107086800	0.999558882
78.0	2.107106800	0.998177464
78.0	2.107126900	1.001685910
78.0	2.107146900	1.002141870
78.0	2.107166900	0.998404220
78.0	2.107186900	1.000044708
78.0	2.107206900	0.998755609
78.0	2.107226900	1.000351215
78.0	2.107246900	0.999267205
78.0	2.107266900	0.998416552
78.0	2.107286900	1.000284911
78.0	2.107306900	0.999174682
78.0	2.107326900	1.001878558
78.0	2.107346900	1.001292817
78.0	2.107366900	0.998338633
78.0	2.107387000	0.998342671
78.0	2.107407000	1.001773241
78.0	2.107427000	1.000766197
78.0	2.107447000	1.001305118
78.0	2.107467000	0.998683220
78.0	2.107487000	1.001136805
78.0	2.107507000	1.000667421
78.0	2.107527000	1.000565563
78.0	2.107547000	0.999454208
78.0	2.107567000	0.999190068
78.0	2.107587000	1.000482679
78.0	2.107607000	1.000053878
78.0	2.107627100	0.998792924
78.0	2.107647100	1.000296382
78.0	2.107667100	1.000374235
78.0	2.107687100	0.997408594
78.0	2.107707100	1.002422769
78.0	2.107727100	0.995439793
78.0	2.107747100	1.001435843
78.0	2.107767100	1.001441706
78.0	2.107787100	1.000198791
78.0	2.107807100	1.001333129
78.0	2.107827100	1.000067361
78.0	2.107847100	1.001021674
78.0	2.107867100	1.000922650
78.0	2.107887200	0.998880745
78.0	2.107907200	1.000337260
78.0	2.107927200	0.998680014
78.0	2.107947200	0.998524742
78.0	2.107967200	0.999091494
78.0	2.107987200	0.998914233
78.0	2.108007200	0.998354777
78.0	2.108027200	1.001165806
78.0	2.108047200	1.000497656
78.0	2.108067200	1.000398891
78.0	2.108087200	0.997298663
78.0	2.108107200	1.000857693
78.0	2.108127300	1.001916476
78.0	2.108147300	1.001166782
78.0	2.108167300	1.000774554
78.0	2.108187300	1.000031974
78.0	2.108207300	1.001688245
78.0	2.108227300	1.001083095
78.0	2.108247300	0.999993984
78.0	2.108267300	1.000113079
78.0	2.108287300	1.001606964
78.0	2.108307300	1.001005753
78.0	2.108327300	1.000401469
78.0	2.108347300	1.002929782
78.0	2.108367300	0.999226043
78.0	2.108387400	0.999029373
78.0	2.108407400	0.998508218
78.0	2.108427400	1.000644330
78.0	2.108447400	1.000798957
78.0	2.108467400	0.999762421
78.0	2.108487400	0.999218194
78.0	2.108507400	0.999837720
78.0	2.108527400	1.000037097
78.0	2.108547400	1.001120176
78.0	2.108567400	0.997729762
78.0	2.108587400	0.999956482
78.0	2.108607400	1.000533381
78.0	2.108627500	1.000575042
78.0	2.108647500	1.000806272
78.0	2.108667500	1.000139617
78.0	2.108687500	0.997598420
78.0	2.108707500	0.997905887
78.0	2.108727500	0.998442310
78.0	2.108747500	0.999163310
78.0	2.108767500	0.997668223
78.0	2.108787500	0.998882056
78.0	2.108807500	0.998853148
78.0	2.108827500	0.997263867
78.0	2.108847500	0.999166893
78.0	2.108867500	0.998028967
78.0	2.108887600	1.001048715
78.0	2.108907600	0.998252011
78.0	2.108927600	0.999103972
78.0	2.108947600	0.997665575
78.0	2.108967600	0.999299335
78.0	2.108987600	0.998067744
78.0	2.109007600	0.997471973
78.0	2.109027600	0.997220835
78.0	2.109047600	1.000016683
78.0	2.109067600	0.998107473
78.0	2.109087600	0.997080285
78.0	2.109107600	0.998167467
78.0	2.109127700	0.999784159
78.0	2.109147700	1.000668673
78.0	2.109167700	0.998044525
78.0	2.109187700	1.000187193
78.0	2.109207700	0.997766164
78.0	2.109227700	1.000458239
78.0	2.109247700	0.998780301
78.0	2.109267700	0.998168204
78.0	2.109287700	0.996676125
78.0	2.109307700	0.998184538
78.0	2.109327700	0.997299226
78.0	2.109347700	1.001231457
78.0	2.109367700	0.997904314
78.0	2.109387800	0.999300895
78.0	2.109407800	0.998779365
78.0	2.109427800	0.995947868
78.0	2.109447800	0.999064463
78.0	2.109467800	0.997501429
78.0	2.109487800	1.000274395
78.0	2.109507800	0.996054352
78.0	2.109527800	0.997298655
78.0	2.109547800	0.999072809
78.0	2.109567800	0.999338468
78.0	2.109587800	0.999939978
78.0	2.109607800	0.998212993
78.0	2.109627900	0.999779139
78.0	2.109647900	0.998317026
78.0	2.109667900	0.998581223
78.0	2.109687900	0.999211728
78.0	2.109707900	0.997128801
78.0	2.109727900	0.998024743
78.0	2.109747900	0.997031700
78.0	2.109767900	1.000165189
78.0	2.109787900	0.997651507
78.0	2.109807900	0.998161700
78.0	2.109827900	0.996944428
78.0	2.109847900	0.999930946
78.0	2.109867900	0.999200927
78.0	2.109888000	0.999513045
78.0	2.109908000	0.998477784
78.0	2.109928000	0.996388728
78.0	2.109948000	0.997071645
78.0	2.109968000	0.996187724
78.0	2.109988000	0.997668857
78.0	2.110008000	0.998022094
78.0	2.110028000	0.997783242
78.0	2.110048000	0.996361564
78.0	2.110068000	0.997106933
78.0	2.110088000	0.997789815
78.0	2.110108000	0.998648621
78.0	2.110128100	0.998780076
78.0	2.110148100	0.996475513
78.0	2.110168100	0.999405538
78.0	2.110188100	0.996993398
78.0	2.110208100	0.998350117
78.0	2.110228100	0.997057085
78.0	2.110248100	0.997051255
78.0	2.110268100	0.997087577
78.0	2.110288100	0.997884521
78.0	2.110308100	0.998269555
78.0	2.110328100	0.998038803
78.0	2.110348100	0.998017685
78.0	2.110368100	0.997803923
78.0	2.110388200	0.996298220
78.0	2.110408200	0.998251323
78.0	2.110428200	0.998409822
78.0	2.110448200	0.998473182
78.0	2.110468200	0.997662330
78.0	2.110488200	0.994247033
78.0	2.110508200	0.993626563
78.0	2.110528200	0.996211594
78.0	2.110548200	0.997552590
78.0	2.110568200	0.994821171
78.0	2.110588200	0.997711659
78.0	2.110608200	0.996144715
78.0	2.110628300	0.995588917
78.0	2.110648300	0.997210083
78.0	2.110668300	0.994775036
78.0	2.110688300	0.997680548
78.0	2.110708300	0.998896959
78.0	2.110728300	0.996264343
78.0	2.110748300	0.997617003
78.0	2.110768300	0.997524928
78.0	2.110788300	0.994798982
78.0	2.110808300	0.996536743
78.0	2.110828300	0.994342631
78.0	2.110848300	0.996569433
78.0	2.110868300	0.996478825
78.0	2.110888400	0.995954667
78.0	2.110908400	0.997767497
78.0	2.110928400	0.994439103
78.0	2.110948400	0.997916246
78.0	2.110968400	0.997499881
78.0	2.110988400	0.995335791
78.0	2.111008400	0.996666013
78.0	2.111028400	0.995851853
78.0	2.111048400	0.995525027
78.0	2.111068400	0.995204401
78.0	2.111088400	0.995529657
78.0	2.111108400	0.996730909
78.0	2.111128500	0.995635761
78.0	2.111148500	0.998227039
78.0	2.111168500	0.996207554
78.0	2.111188500	0.995248292
78.0	2.111208500	0.998742337
78.0	2.111228500	0.993990053
78.0	2.111248500	0.995574869
78.0	2.111268500	0.994395548
78.0	2.111288500	0.996393020
78.0	2.111308500	0.996443871
78.0	2.111328500	0.996858950
78.0	2.111348500	0.992918252
78.0	2.111368500	0.997151241
78.0	2.111388600	0.993243461
78.0	2.111408600	0.995656475
78.0	2.111428600	0.994196979
78.0	2.111448600	0.995130103
78.0	2.111468600	0.994414842
78.0	2.111488600	0.994245399
78.0	2.111508600	0.993997153
78.0	2.111528600	0.996580304
78.0	2.111548600	0.995938950
78.0	2.111568600	0.992908878
78.0	2.111588600	0.992694529
78.0	2.111608600	0.993850295
78.0	2.111628700	0.993852439
78.0	2.111648700	0.992497605
78.0	2.111668700	0.992103052
78.0	2.111688700	0.994384994
78.0	2.111708700	0.995633489
78.0	2.111728700	0.993421806
78.0	2.111748700	0.992538221
78.0	2.111768700	0.994644071
78.0	2.111788700	0.992539879
78.0	2.111808700	0.994874822
78.0	2.111828700	0.992571892
78.0	2.111848700	0.993583712
78.0	2.111868700	0.992961390
78.0	2.111888800	0.991633997
78.0	2.111908800	0.994272602
78.0	2.111928800	0.992840294
78.0	2.111948800	0.993786344
78.0	2.111968800	0.991333225
78.0	2.111988800	0.992727168
78.0	2.112008800	0.993575012
78.0	2.112028800	0.993011370
78.0	2.112048800	0.992603013
78.0	2.112068800	0.992525937
78.0	2.112088800	0.991921486
78.0	2.112108800	0.993365307
78.0	2.112128900	0.993967372
78.0	2.112148900	0.993964981
78.0	2.112168900	0.994428578
78.0	2.112188900	0.990994779
78.0	2.112208900	0.991603141
78.0	2.112228900	0.992787677
78.0	2.112248900	0.991312356
78.0	2.112268900	0.991610388
78.0	2.112288900	0.991162182
78.0	2.112308900	0.990725829
78.0	2.112328900	0.993405488
78.0	2.112348900	0.991894612
78.0	2.112368900	0.989614874
78.0	2.112389000	0.992156884
78.0	2.112409000	0.991344148
78.0	2.112429000	0.991734681
78.0	2.112449000	0.990934870
78.0	2.112469000	0.990346629
78.0	2.112489000	0.989742914
78.0	2.112509000	0.990621344
78.0	2.112529000	0.989108576
78.0	2.112549000	0.988313346
78.0	2.112569000	0.990875886
78.0	2.112589000	0.989068487
78.0	2.112609000	0.988859469
78.0	2.112629100	0.988573909
78.0	2.112649100	0.991495092
78.0	2.112669100	0.986643023
78.0	2.112689100	0.990046598
78.0	2.112709100	0.988844332
78.0	2.112729100	0.990682696
78.0	2.112749100	0.990658869
78.0	2.112769100	0.990026894
78.0	2.112789100	0.985684344
78.0	2.112809100	0.988582755
78.0	2.112829100	0.988351346
78.0	2.112849100	0.984710778
78.0	2.112869100	0.986824744
78.0	2.112889200	0.987857334
78.0	2.112909200	0.986473627
78.0	2.112929200	0.986168860
78.0	2.112949200	0.983882296
78.0	2.112969200	0.985076055
78.0	2.112989200	0.983023465
78.0	2.113009200	0.985079456
78.0	2.113029200	0.985264180
78.0	2.113049200	0.987472435
78.0	2.113069200	0.985675641
78.0	2.113089200	0.982050840
78.0	2.113109200	0.983037362
78.0	2.113129300	0.985527706
78.0	2.113149300	0.984403277
78.0	2.113169300	0.984828636
78.0	2.113189300	0.980552814
78.0	2.113209300	0.982666423
78.0	2.113229300	0.984596411
78.0	2.113249300	0.981836413
78.0	2.113269300	0.981520614
78.0	2.113289300	0.980246319
78.0	2.113309300	0.981190804
78.0	2.113329300	0.983433783
78.0	2.113349300	0.978825063
78.0	2.113369300	0.980127204
78.0	2.113389400	0.979528147
78.0	2.113409400	0.976818758
78.0	2.113429400	0.978552128
78.0	2.113449400	0.980000155
78.0	2.113469400	0.977879242
78.0	2.113489400	0.977533870
78.0	2.113509400	0.978865347
78.0	2.113529400	0.976871858
78.0	2.113549400	0.975632471
78.0	2.113569400	0.974842596
78.0	2.113589400	0.974730830
78.0	2.113609400	0.972899794
78.0	2.113629500	0.973541651
78.0	2.113649500	0.973650862
78.0	2.113669500	0.972338588
78.0	2.113689500	0.973275394
78.0	2.113709500	0.969840953
78.0	2.113729500	0.970899545
78.0	2.113749500	0.969579734
78.0	2.113769500	0.969098595
78.0	2.113789500	0.968133396
78.0	2.113809500	0.967167940
78.0	2.113829500	0.968284958
78.0	2.113849500	0.964355654
78.0	2.113869500	0.965916489
78.0	2.113889600	0.964815891
78.0	2.113909600	0.965804339
78.0	2.113929600	0.964178535
78.0	2.113949600	0.960609810
78.0	2.113969600	0.961124901
78.0	2.113989600	0.963261922
78.0	2.114009600	0.959055430
78.0	2.114029600	0.956613767
78.0	2.114049600	0.957999311
78.0	2.114069600	0.955869312
78.0	2.114089600	0.954794905
78.0	2.114109600	0.956387341
78.0	2.114129700	0.953765297
78.0	2.114149700	0.955808738
78.0	2.114169700	0.951873153
78.0	2.114189700	0.953185135
78.0	2.114209700	0.949705484
78.0	2.114229700	0.949635916
78.0	2.114249700	0.950133365
78.0	2.114269700	0.948851521
78.0	2.114289700	0.949335449
78.0	2.114309700	0.947809352
78.0	2.114329700	0.950719019
78.0	2.114349700	0.948451605
78.0	2.114369700	0.948796273
78.0	2.114389800	0.951107133
78.0	2.114409800	0.948140364
78.0	2.114429800	0.951373681
78.0	2.114449800	0.948969448
78.0	2.114469800	0.951652909
78.0	2.114489800	0.951746040
78.0	2.114509800	0.953317638
78.0	2.114529800	0.954154446
