#Magnetic field (mT)	Frequency (GHz)	Normalized transmission
65.0	2.107306900	1.000027814
65.0	2.107326900	1.000752758
65.0	2.107346900	0.997746631
65.0	2.107366900	0.999146572
65.0	2.107387000	0.999836569
65.0	2.107407000	1.001016455
65.0	2.107427000	1.001074905
65.0	2.107447000	1.000396333
65.0	2.107467000	1.001370437
65.0	2.107487000	1.002486422
65.0	2.107507000	1.001931869
65.0	2.107527000	1.002067995
65.0	2.107547000	1.002541018
65.0	2.107567000	1.004278390
65.0	2.107587000	1.002414509
65.0	2.107607000	1.000842708
65.0	2.107627100	0.998568931
65.0	2.107647100	1.000757267
65.0	2.107667100	0.997828868
65.0	2.107687100	0.998271069
65.0	2.107707100	0.999845541
65.0	2.107727100	0.998253755
65.0	2.107747100	1.000369633
65.0	2.107767100	1.000665914
65.0	2.107787100	1.001537055
65.0	2.107807100	0.997977147
65.0	2.107827100	1.001210580
65.0	2.107847100	1.001338865
65.0	2.107867100	1.000383396
65.0	2.107887200	1.002680956
65.0	2.107907200	0.998923056
65.0	2.107927200	1.000388561
65.0	2.107947200	0.998653449
65.0	2.107967200	0.999818815
65.0	2.107987200	1.000357110
65.0	2.108007200	1.000361411
65.0	2.108027200	1.001012054
65.0	2.108047200	0.999028076
65.0	2.108067200	0.999727962
65.0	2.108087200	1.000043508
65.0	2.108107200	1.001847133
65.0	2.108127300	1.001019685
65.0	2.108147300	0.999506108
65.0	2.108167300	0.998617210
65.0	2.108187300	0.999003132
65.0	2.108207300	1.000023402
65.0	2.108227300	0.999225333
65.0	2.108247300	1.000738870
65.0	2.108267300	1.000172850
65.0	2.108287300	1.000710631
65.0	2.108307300	1.000123485
65.0	2.108327300	1.000264596
65.0	2.108347300	0.999892772
65.0	2.108367300	1.001466948
65.0	2.108387400	0.999910456
65.0	2.108407400	0.999494300
65.0	2.108427400	1.002492064
65.0	2.108447400	1.000563428
65.0	2.108467400	1.001842996
65.0	2.108487400	0.999117159
65.0	2.108507400	1.000895022
65.0	2.108527400	1.002728251
65.0	2.108547400	1.000967628
65.0	2.108567400	1.001054965
65.0	2.108587400	1.001319620
65.0	2.108607400	1.001486358
65.0	2.108627500	1.001921050
65.0	2.108647500	0.999180118
65.0	2.108667500	1.000109094
65.0	2.108687500	1.000928324
65.0	2.108707500	0.998652382
65.0	2.108727500	1.002939106
65.0	2.108747500	0.999027398
65.0	2.108767500	0.999374450
65.0	2.108787500	0.999335341
65.0	2.108807500	0.999332037
65.0	2.108827500	0.999248223
65.0	2.108847500	0.999389125
65.0	2.108867500	1.000986025
65.0	2.108887600	1.000615936
65.0	2.108907600	0.999940091
65.0	2.108927600	0.999196277
65.0	2.108947600	1.001255452
65.0	2.108967600	1.002339952
65.0	2.108987600	1.000489530
65.0	2.109007600	1.000837838
65.0	2.109027600	1.000529145
65.0	2.109047600	1.001100164
65.0	2.109067600	0.999529765
65.0	2.109087600	1.001362194
65.0	2.109107600	0.999204913
65.0	2.109127700	0.999415866
65.0	2.109147700	1.001451060
65.0	2.109167700	0.999251784
65.0	2.109187700	0.998819572
65.0	2.109207700	1.000660061
65.0	2.109227700	1.000734216
65.0	2.109247700	0.999875189
65.0	2.109267700	1.001893239
65.0	2.109287700	1.001531031
65.0	2.109307700	1.001096365
65.0	2.109327700	1.000193941
65.0	2.109347700	0.998994886
65.0	2.109367700	0.999944097
65.0	2.109387800	0.999773545
65.0	2.109407800	1.000252206
65.0	2.109427800	1.000335902
65.0	2.109447800	0.998498586
65.0	2.109467800	1.000845206
65.0	2.109487800	0.997116338
65.0	2.109507800	1.001533343
65.0	2.109527800	0.997989455
65.0	2.109547800	1.001494580
65.0	2.109567800	0.999138548
65.0	2.109587800	0.998211196
65.0	2.109607800	1.000124045
65.0	2.109627900	1.001326981
65.0	2.109647900	0.998514721
65.0	2.109667900	0.996830313
65.0	2.109687900	1.000397069
65.0	2.109707900	0.999147591
65.0	2.109727900	0.997376293
65.0	2.109747900	0.999300713
65.0	2.109767900	0.998290558
65.0	2.109787900	1.000496539
65.0	2.109807900	1.000344360
65.0	2.109827900	1.000462411
65.0	2.109847900	0.999259496
65.0	2.109867900	1.000179740
65.0	2.109888000	0.996819999
65.0	2.109908000	0.999952643
65.0	2.109928000	0.999282963
65.0	2.109948000	0.997881897
65.0	2.109968000	1.000743240
65.0	2.109988000	0.998793820
65.0	2.110008000	0.998671919
65.0	2.110028000	0.998487864
65.0	2.110048000	0.994862483
65.0	2.110068000	0.999741860
65.0	2.110088000	1.000063922
65.0	2.110108000	0.998989800
65.0	2.110128100	0.998152209
65.0	2.110148100	0.999452680
65.0	2.110168100	0.998445725
65.0	2.110188100	1.000119390
65.0	2.110208100	0.999434283
65.0	2.110228100	1.001063320
65.0	2.110248100	0.998917829
65.0	2.110268100	0.998352687
65.0	2.110288100	0.998902679
65.0	2.110308100	0.997704026
65.0	2.110328100	1.000046816
65.0	2.110348100	0.997562004
65.0	2.110368100	0.999202533
65.0	2.110388200	0.998261753
65.0	2.110408200	0.999480510
65.0	2.110428200	0.999099837
65.0	2.110448200	0.997976480
65.0	2.110468200	1.000032201
65.0	2.110488200	0.997829577
65.0	2.110508200	0.998781343
65.0	2.110528200	0.998078913
65.0	2.110548200	0.999296689
65.0	2.110568200	0.998554854
65.0	2.110588200	0.999366680
65.0	2.110608200	0.999242078
65.0	2.110628300	0.998166854
65.0	2.110648300	0.998562754
65.0	2.110668300	1.000202398
65.0	2.110688300	0.999692491
65.0	2.110708300	0.996350810
65.0	2.110728300	0.998417389
65.0	2.110748300	0.996840339
65.0	2.110768300	0.998240492
65.0	2.110788300	1.003042696
65.0	2.110808300	0.998778344
65.0	2.110828300	0.998590142
65.0	2.110848300	1.000060079
65.0	2.110868300	0.997860468
65.0	2.110888400	0.998144986
65.0	2.110908400	1.000380288
65.0	2.110928400	1.000381913
65.0	2.110948400	0.996187176
65.0	2.110968400	0.998949702
65.0	2.110988400	1.001705956
65.0	2.111008400	0.999146221
65.0	2.111028400	0.998600326
65.0	2.111048400	0.998427343
65.0	2.111068400	0.998579598
65.0	2.111088400	0.998344249
65.0	2.111108400	0.999026623
65.0	2.111128500	0.997661795
65.0	2.111148500	0.998446391
65.0	2.111168500	0.996964906
65.0	2.111188500	0.999058916
65.0	2.111208500	0.996840875
65.0	2.111228500	0.996863478
65.0	2.111248500	0.996514544
65.0	2.111268500	0.997620597
65.0	2.111288500	0.997966658
65.0	2.111308500	1.000098706
65.0	2.111328500	0.996140181
65.0	2.111348500	0.998968192
65.0	2.111368500	0.998371147
65.0	2.111388600	0.996766134
65.0	2.111408600	0.997065876
65.0	2.111428600	0.996451789
65.0	2.111448600	0.997933813
65.0	2.111468600	0.996799919
65.0	2.111488600	0.995793893
65.0	2.111508600	0.996897442
65.0	2.111528600	0.996797899
65.0	2.111548600	0.997361512
65.0	2.111568600	0.997956024
65.0	2.111588600	0.999240464
65.0	2.111608600	0.996527021
65.0	2.111628700	0.997707394
65.0	2.111648700	0.998275184
65.0	2.111668700	0.998973040
65.0	2.111688700	0.998312753
65.0	2.111708700	0.997021970
65.0	2.111728700	0.996337201
65.0	2.111748700	0.994815796
65.0	2.111768700	0.994427458
65.0	2.111788700	1.000349248
65.0	2.111808700	0.997005953
65.0	2.111828700	0.997130179
65.0	2.111848700	0.997224818
65.0	2.111868700	0.996062647
65.0	2.111888800	0.993692308
65.0	2.111908800	0.998760412
65.0	2.111928800	0.996754879
65.0	2.111948800	0.998082815
65.0	2.111968800	0.998960680
65.0	2.111988800	0.996566234
65.0	2.112008800	0.997768525
65.0	2.112028800	0.997277313
65.0	2.112048800	0.995174837
65.0	2.112068800	0.998055728
65.0	2.112088800	0.996598902
65.0	2.112108800	0.999063804
65.0	2.112128900	0.996446065
65.0	2.112148900	0.996413338
65.0	2.112168900	0.996427662
65.0	2.112188900	0.995113404
65.0	2.112208900	0.997447129
65.0	2.112228900	0.997148982
65.0	2.112248900	0.995489819
65.0	2.112268900	0.997756012
65.0	2.112288900	0.996139108
65.0	2.112308900	0.998079844
65.0	2.112328900	0.996910768
65.0	2.112348900	0.997088015
65.0	2.112368900	0.997517244
65.0	2.112389000	0.994135157
65.0	2.112409000	0.995793330
65.0	2.112429000	0.997577970
65.0	2.112449000	0.994184514
65.0	2.112469000	0.996998822
65.0	2.112489000	0.995250611
65.0	2.112509000	0.995462300
65.0	2.112529000	0.995264442
65.0	2.112549000	0.995894344
65.0	2.112569000	0.996970712
65.0	2.112589000	0.996651882
65.0	2.112609000	0.995463610
65.0	2.112629100	0.995608151
65.0	2.112649100	0.997466581
65.0	2.112669100	0.995199779
65.0	2.112689100	0.996205750
65.0	2.112709100	0.995127375
65.0	2.112729100	0.995702755
65.0	2.112749100	0.995496645
65.0	2.112769100	0.994335622
65.0	2.112789100	0.996349145
65.0	2.112809100	0.995634099
65.0	2.112829100	0.996430306
65.0	2.112849100	0.994691255
65.0	2.112869100	0.993020301
65.0	2.112889200	0.996525153
65.0	2.112909200	0.996499314
65.0	2.112929200	0.995820469
65.0	2.112949200	0.996180187
65.0	2.112969200	0.996465015
65.0	2.112989200	0.997033423
65.0	2.113009200	0.994834263
65.0	2.113029200	0.996881202
65.0	2.113049200	0.996513725
65.0	2.113069200	0.998084860
65.0	2.113089200	0.996350186
65.0	2.113109200	0.996078462
65.0	2.113129300	0.995388241
65.0	2.113149300	0.995050701
65.0	2.113169300	0.995054502
65.0	2.113189300	0.996620194
65.0	2.113209300	0.996835857
65.0	2.113229300	0.994923469
65.0	2.113249300	0.993466904
65.0	2.113269300	0.992743922
65.0	2.113289300	0.993504125
65.0	2.113309300	0.993801658
65.0	2.113329300	0.992678496
65.0	2.113349300	0.994371493
65.0	2.113369300	0.994211246
65.0	2.113389400	0.995692172
65.0	2.113409400	0.996117931
65.0	2.113429400	0.993794129
65.0	2.113449400	0.995047814
65.0	2.113469400	0.993474278
65.0	2.113489400	0.993751412
65.0	2.113509400	0.995729317
65.0	2.113529400	0.993360721
65.0	2.113549400	0.995693052
65.0	2.113569400	0.994621571
65.0	2.113589400	0.992932497
65.0	2.113609400	0.994456817
65.0	2.113629500	0.994015490
65.0	2.113649500	0.995228293
65.0	2.113669500	0.994520935
65.0	2.113689500	0.994123290
65.0	2.113709500	0.994990240
65.0	2.113729500	0.995002442
65.0	2.113749500	0.994670472
65.0	2.113769500	0.994715894
65.0	2.113789500	0.994623675
65.0	2.113809500	0.994311886
65.0	2.113829500	0.993774783
65.0	2.113849500	0.993204129
65.0	2.113869500	0.995303574
65.0	2.113889600	0.991811253
65.0	2.113909600	0.992691000
65.0	2.113929600	0.992660041
65.0	2.113949600	0.992208283
65.0	2.113969600	0.991771693
65.0	2.113989600	0.994019655
65.0	2.114009600	0.993916127
65.0	2.114029600	0.992854836
65.0	2.114049600	0.994286232
65.0	2.114069600	0.994021431
65.0	2.114089600	0.992664229
65.0	2.114109600	0.993885945
65.0	2.114129700	0.991803985
65.0	2.114149700	0.992448385
65.0	2.114169700	0.992673806
65.0	2.114189700	0.993877357
65.0	2.114209700	0.993154884
65.0	2.114229700	0.992896021
65.0	2.114249700	0.991750344
65.0	2.114269700	0.993142576
65.0	2.114289700	0.991245646
65.0	2.114309700	0.991822226
65.0	2.114329700	0.991574002
65.0	2.114349700	0.992378114
65.0	2.114369700	0.991821515
65.0	2.114389800	0.993218495
65.0	2.114409800	0.990747415
65.0	2.114429800	0.993040014
65.0	2.114449800	0.992435178
65.0	2.114469800	0.991510807
65.0	2.114489800	0.992012067
65.0	2.114509800	0.992178836
65.0	2.114529800	0.991349092
65.0	2.114549800	0.990419695
65.0	2.114569800	0.991717834
65.0	2.114589800	0.990575378
65.0	2.114609800	0.987182811
65.0	2.114629900	0.991311555
65.0	2.114649900	0.991871645
65.0	2.114669900	0.988949423
65.0	2.114689900	0.992109796
65.0	2.114709900	0.992570457
65.0	2.114729900	0.988937626
65.0	2.114749900	0.989318219
65.0	2.114769900	0.990054980
65.0	2.114789900	0.990244566
65.0	2.114809900	0.990454257
65.0	2.114829900	0.989268037
65.0	2.114849900	0.988494099
65.0	2.114869900	0.989807030
65.0	2.114890000	0.987492526
65.0	2.114910000	0.989325080
65.0	2.114930000	0.989784321
65.0	2.114950000	0.986440216
65.0	2.114970000	0.988157266
65.0	2.114990000	0.991796145
65.0	2.115010000	0.990445680
65.0	2.115030000	0.987400192
65.0	2.115050000	0.987039768
65.0	2.115070000	0.988635141
65.0	2.115090000	0.989766120
65.0	2.115110000	0.989109955
65.0	2.115130100	0.986496943
65.0	2.115150100	0.986931089
65.0	2.115170100	0.987014229
65.0	2.115190100	0.988049484
65.0	2.115210100	0.986694087
65.0	2.115230100	0.985616814
65.0	2.115250100	0.988058319
65.0	2.115270100	0.984829054
65.0	2.115290100	0.986322008
65.0	2.115310100	0.988488093
65.0	2.115330100	0.985510166
65.0	2.115350100	0.983484053
65.0	2.115370100	0.984723910
65.0	2.115390200	0.987155065
65.0	2.115410200	0.985158556
65.0	2.115430200	0.986361895
65.0	2.115450200	0.984714280
65.0	2.115470200	0.984496174
65.0	2.115490200	0.982723918
65.0	2.115510200	0.985491349
65.0	2.115530200	0.984357157
65.0	2.115550200	0.983682027
65.0	2.115570200	0.985301324
65.0	2.115590200	0.981298066
65.0	2.115610200	0.983722524
65.0	2.115630300	0.983865143
65.0	2.115650300	0.983440161
65.0	2.115670300	0.983557719
65.0	2.115690300	0.981682296
65.0	2.115710300	0.980772233
65.0	2.115730300	0.982920542
65.0	2.115750300	0.981476502
65.0	2.115770300	0.979424575
65.0	2.115790300	0.979556144
65.0	2.115810300	0.979378160
65.0	2.115830300	0.978563453
65.0	2.115850300	0.979278488
65.0	2.115870300	0.978620665
65.0	2.115890400	0.978212229
65.0	2.115910400	0.977560277
65.0	2.115930400	0.977476328
65.0	2.115950400	0.978669822
65.0	2.115970400	0.975873646
65.0	2.115990400	0.975068277
65.0	2.116010400	0.973968383
65.0	2.116030400	0.974763000
65.0	2.116050400	0.974962826
65.0	2.116070400	0.974005193
65.0	2.116090400	0.971681943
65.0	2.116110400	0.971627361
65.0	2.116130500	0.970326695
65.0	2.116150500	0.973071431
65.0	2.116170500	0.971409750
65.0	2.116190500	0.968714138
65.0	2.116210500	0.970016478
65.0	2.116230500	0.971504976
65.0	2.116250500	0.968375159
65.0	2.116270500	0.965948105
65.0	2.116290500	0.967617674
65.0	2.116310500	0.965925060
65.0	2.116330500	0.963713334
65.0	2.116350500	0.965429345
65.0	2.116370500	0.964382155
65.0	2.116390600	0.961261453
65.0	2.116410600	0.963652459
65.0	2.116430600	0.960644350
65.0	2.116450600	0.957292430
65.0	2.116470600	0.959039201
65.0	2.116490600	0.956413475
65.0	2.116510600	0.957606875
65.0	2.116530600	0.956836022
65.0	2.116550600	0.952744984
65.0	2.116570600	0.948942979
65.0	2.116590600	0.950506529
65.0	2.116610600	0.949272794
65.0	2.116630700	0.945939491
65.0	2.116650700	0.944403462
65.0	2.116670700	0.945132997
65.0	2.116690700	0.942803253
65.0	2.116710700	0.943377167
65.0	2.116730700	0.939822613
65.0	2.116750700	0.937050423
65.0	2.116770700	0.938320108
65.0	2.116790700	0.935948551
65.0	2.116810700	0.934281761
65.0	2.116830700	0.933567567
65.0	2.116850700	0.934537496
65.0	2.116870700	0.930847202
65.0	2.116890800	0.929928394
65.0	2.116910800	0.933251198
65.0	2.116930800	0.933297698
65.0	2.116950800	0.932729522
65.0	2.116970800	0.933169406
65.0	2.116990800	0.934766093
65.0	2.117010800	0.936825061
65.0	2.117030800	0.938033911
65.0	2.117050800	0.941847019
65.0	2.117070800	0.941073591
65.0	2.117090800	0.945279293
65.0	2.117110800	0.947051055
65.0	2.117130900	0.950340823
65.0	2.117150900	0.952156336
65.0	2.117170900	0.954597907
65.0	2.117190900	0.959762403
65.0	2.117210900	0.961892254
65.0	2.117230900	0.963629775
65.0	2.117250900	0.967128392
65.0	2.117270900	0.969570613
65.0	2.117290900	0.973603986
65.0	2.117310900	0.976255248
65.0	2.117330900	0.978304291
65.0	2.117350900	0.980599739
65.0	2.117370900	0.981055613
65.0	2.117391000	0.984036883
65.0	2.117411000	0.984884395
65.0	2.117431000	0.986705217
65.0	2.117451000	0.988039893
65.0	2.117471000	0.990794013
65.0	2.117491000	0.988450681
65.0	2.117511000	0.993017321
65.0	2.117531000	0.994951085
65.0	2.117551000	0.992173730
65.0	2.117571000	0.993847855
65.0	2.117591000	0.996914868
65.0	2.117611000	0.996439370
65.0	2.117631100	0.998690184
65.0	2.117651100	1.000043660
65.0	2.117671100	0.997457103
65.0	2.117691100	0.997332060
65.0	2.117711100	0.997380722
65.0	2.117731100	1.001884241
65.0	2.117751100	1.002611099
65.0	2.117771100	1.001592715
65.0	2.117791100	1.002116682
65.0	2.117811100	1.001471888
65.0	2.117831100	1.002281744
65.0	2.117851100	1.001033157
65.0	2.117871100	1.001711920
65.0	2.117891200	1.002518669
65.0	2.117911200	1.001861688
65.0	2.117931200	1.002524754
65.0	2.117951200	1.004464808
65.0	2.117971200	1.002635395
65.0	2.117991200	1.001184630
65.0	2.118011200	1.002345051
65.0	2.118031200	1.004869493
65.0	2.118051200	1.002455166
65.0	2.118071200	1.001737748
65.0	2.118091200	1.005894550
65.0	2.118111200	1.003578632
65.0	2.118131300	1.002884238
65.0	2.118151300	1.005023635
65.0	2.118171300	1.005592507
65.0	2.118191300	1.004290990
65.0	2.118211300	1.003259056
65.0	2.118231300	1.002986516
65.0	2.118251300	1.003206492
65.0	2.118271300	1.005085152
65.0	2.118291300	1.006534961
65.0	2.118311300	1.002992545
65.0	2.118331300	1.003497116
65.0	2.118351300	1.003348686
65.0	2.118371300	1.003252907
65.0	2.118391400	1.002841545
65.0	2.118411400	1.002608943
65.0	2.118431400	1.004253986
65.0	2.118451400	1.004813674
65.0	2.118471400	1.006408142
65.0	2.118491400	1.004687108
65.0	2.118511400	1.005312192
65.0	2.118531400	1.007259338
65.0	2.118551400	1.004042016
65.0	2.118571400	1.002725026
65.0	2.118591400	1.004824008
65.0	2.118611400	1.003700023
65.0	2.118631500	1.002556752
65.0	2.118651500	1.001712772
65.0	2.118671500	1.002642334
65.0	2.118691500	1.003077746
65.0	2.118711500	1.002103629
65.0	2.118731500	1.003056751
65.0	2.118751500	1.006112066
65.0	2.118771500	1.003847381
65.0	2.118791500	1.004302987
65.0	2.118811500	1.002143812
65.0	2.118831500	1.004089729
65.0	2.118851500	1.003332964
65.0	2.118871500	1.002778048
65.0	2.118891600	1.004086797
65.0	2.118911600	1.003209889
65.0	2.118931600	1.004759410
65.0	2.118951600	1.003447582
65.0	2.118971600	1.002823099
65.0	2.118991600	1.003367887
65.0	2.119011600	1.003116087
65.0	2.119031600	1.004316442
65.0	2.119051600	1.003898557
65.0	2.119071600	1.004254570
65.0	2.119091600	1.001777407
65.0	2.119111600	1.001557249
65.0	2.119131700	1.005123150
65.0	2.119151700	1.002952764
65.0	2.119171700	1.003618279
65.0	2.119191700	1.003296678
65.0	2.119211700	1.003947990
65.0	2.119231700	1.003055315
65.0	2.119251700	1.003544837
65.0	2.119271700	1.001737442
65.0	2.119291700	1.003694307
65.0	2.119311700	1.003215753
65.0	2.119331700	1.002157783
65.0	2.119351700	1.004964318
65.0	2.119371700	1.002171639
65.0	2.119391800	1.003192847
65.0	2.119411800	1.003062048
65.0	2.119431800	1.002031324
65.0	2.119451800	1.001193969
65.0	2.119471800	1.002098538
65.0	2.119491800	1.002231642
65.0	2.119511800	1.003193751
65.0	2.119531800	1.005319840
65.0	2.119551800	1.003840043
65.0	2.119571800	1.000279584
65.0	2.119591800	1.003016714
65.0	2.119611800	1.000815706
65.0	2.119631900	1.001545669
65.0	2.119651900	1.001348617
65.0	2.119671900	1.002456009
65.0	2.119691900	1.001079967
65.0	2.119711900	1.001799808
65.0	2.119731900	1.003952795
65.0	2.119751900	1.001432469
65.0	2.119771900	1.003656424
65.0	2.119791900	1.001432530
65.0	2.119811900	1.001962912
65.0	2.119831900	1.000494541
65.0	2.119851900	1.002276448
65.0	2.119871900	1.001575177
65.0	2.119892000	1.000979729
65.0	2.119912000	1.001086051
65.0	2.119932000	1.001689363
65.0	2.119952000	1.001856311
65.0	2.119972000	1.000207806
65.0	2.119992000	1.001000432
